iter	Passed	Remaining
0	0	35
1	1	34
2	1	26
3	2	28
4	2	28
5	3	28
6	4	28
7	4	27
8	5	26
9	6	27
10	6	25
11	6	25
12	7	24
13	8	24
14	8	23
15	9	23
16	10	22
17	10	22
18	11	21
19	12	21
20	12	20
21	13	20
22	14	19
23	14	19
24	15	18
25	16	17
26	16	17
27	17	16
28	17	15
29	18	15
30	18	14
31	19	13
32	19	13
33	20	12
34	20	11
35	21	11
36	21	10
37	22	10
38	22	9
39	23	8
40	24	8
41	24	7
42	25	7
43	25	6
44	26	5
45	27	5
46	27	4
47	28	4
48	29	3
49	29	2
50	30	2
51	30	1
52	31	1
53	32	0
54	32	0
